id,workload,policy,policy_description,workload_description,cpp_file_path,cache_hit_rate,score,
1567,milc,SHiP-DeadBlock Hybrid with Streaming Bypass (SHiP-DB-SB),"This policy combines a classic SHiP-lite (Signature-based Hit Predictor) approach using a compact PC-only signature (5 bits, 32 entries) with per-block dead-block prediction and a streaming bypass detector. SHiP-lite tracks temporal reuse per PC signature: blocks from ""hot"" signatures (counter≥2) are inserted at MRU (RRPV=0), others at RRPV=2. In parallel, each cache block maintains a 2-bit dead-block counter (incremented on misses, reset on hits); blocks deemed ""dead"" (counter=3) are prioritized for eviction. Streaming is detected per-set via a lightweight stride monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (RRPV=3 on insert). This hybrid approach improves hit rates for control/phase-dominated workloads (astar, milc, omnetpp) by keeping hot blocks, reduces pollution on regular/streaming workloads (lbm, mcf) by discarding dead blocks and bypassing cold streams, and adapts to phase changes. Metadata fits within 64 KiB: 5-bit signature per block, 2-bit SHiP counter (32 entries), 2-bit dead-block counter per block, 2-bit monotonicity per set.",,ChampSim_CRC2/new_policies/019_02_ship_deadblock_hybrid_with_streaming_bypass__ship_db_sb_t07.cc,0.309371311,0.309371311,0%
1568,omnetpp,SHiP-DeadBlock Hybrid with Streaming Bypass (SHiP-DB-SB),"This policy combines a classic SHiP-lite (Signature-based Hit Predictor) approach using a compact PC-only signature (5 bits, 32 entries) with per-block dead-block prediction and a streaming bypass detector. SHiP-lite tracks temporal reuse per PC signature: blocks from ""hot"" signatures (counter≥2) are inserted at MRU (RRPV=0), others at RRPV=2. In parallel, each cache block maintains a 2-bit dead-block counter (incremented on misses, reset on hits); blocks deemed ""dead"" (counter=3) are prioritized for eviction. Streaming is detected per-set via a lightweight stride monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (RRPV=3 on insert). This hybrid approach improves hit rates for control/phase-dominated workloads (astar, milc, omnetpp) by keeping hot blocks, reduces pollution on regular/streaming workloads (lbm, mcf) by discarding dead blocks and bypassing cold streams, and adapts to phase changes. Metadata fits within 64 KiB: 5-bit signature per block, 2-bit SHiP counter (32 entries), 2-bit dead-block counter per block, 2-bit monotonicity per set.",,ChampSim_CRC2/new_policies/019_02_ship_deadblock_hybrid_with_streaming_bypass__ship_db_sb_t07.cc,0.672551908,0.672551908,0%
1569,all,SHiP-DeadBlock Hybrid with Streaming Bypass (SHiP-DB-SB),"This policy combines a classic SHiP-lite (Signature-based Hit Predictor) approach using a compact PC-only signature (5 bits, 32 entries) with per-block dead-block prediction and a streaming bypass detector. SHiP-lite tracks temporal reuse per PC signature: blocks from ""hot"" signatures (counter≥2) are inserted at MRU (RRPV=0), others at RRPV=2. In parallel, each cache block maintains a 2-bit dead-block counter (incremented on misses, reset on hits); blocks deemed ""dead"" (counter=3) are prioritized for eviction. Streaming is detected per-set via a lightweight stride monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (RRPV=3 on insert). This hybrid approach improves hit rates for control/phase-dominated workloads (astar, milc, omnetpp) by keeping hot blocks, reduces pollution on regular/streaming workloads (lbm, mcf) by discarding dead blocks and bypassing cold streams, and adapts to phase changes. Metadata fits within 64 KiB: 5-bit signature per block, 2-bit SHiP counter (32 entries), 2-bit dead-block counter per block, 2-bit monotonicity per set.",,ChampSim_CRC2/new_policies/019_02_ship_deadblock_hybrid_with_streaming_bypass__ship_db_sb_t07.cc,0.458479273,0.458479273,46%
1570,astar,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy fuses DRRIP (Dynamic RRIP) set-dueling with SHiP-lite PC-based reuse prediction and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using a 10-bit PSEL selector and 32 leader sets, enabling robust adaptation to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for blocks from hot code paths. An adaptive streaming detector tracks monotonic strides per set and triggers bypass for cold signatures only when streaming is detected, reducing pollution in regular/streaming workloads (lbm, mcf) while retaining hot blocks for control/phase-dominated workloads (astar, milc, omnetpp). Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 32 leader set IDs, and 2-bit monotonicity per set, all fitting within 64 KiB. This design improves hit rates by combining adaptive insertion depth, code-based reuse prediction, and streaming-aware bypass.",,ChampSim_CRC2/new_policies/020_00_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t02.cc,0.295207055,0.295207055,0%
1571,lbm,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy fuses DRRIP (Dynamic RRIP) set-dueling with SHiP-lite PC-based reuse prediction and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using a 10-bit PSEL selector and 32 leader sets, enabling robust adaptation to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for blocks from hot code paths. An adaptive streaming detector tracks monotonic strides per set and triggers bypass for cold signatures only when streaming is detected, reducing pollution in regular/streaming workloads (lbm, mcf) while retaining hot blocks for control/phase-dominated workloads (astar, milc, omnetpp). Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 32 leader set IDs, and 2-bit monotonicity per set, all fitting within 64 KiB. This design improves hit rates by combining adaptive insertion depth, code-based reuse prediction, and streaming-aware bypass.",,ChampSim_CRC2/new_policies/020_00_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t02.cc,0.160417262,0.160417262,0%
1572,mcf,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy fuses DRRIP (Dynamic RRIP) set-dueling with SHiP-lite PC-based reuse prediction and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using a 10-bit PSEL selector and 32 leader sets, enabling robust adaptation to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for blocks from hot code paths. An adaptive streaming detector tracks monotonic strides per set and triggers bypass for cold signatures only when streaming is detected, reducing pollution in regular/streaming workloads (lbm, mcf) while retaining hot blocks for control/phase-dominated workloads (astar, milc, omnetpp). Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 32 leader set IDs, and 2-bit monotonicity per set, all fitting within 64 KiB. This design improves hit rates by combining adaptive insertion depth, code-based reuse prediction, and streaming-aware bypass.",,ChampSim_CRC2/new_policies/020_00_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t02.cc,0.461292797,0.461292797,0%
1573,milc,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy fuses DRRIP (Dynamic RRIP) set-dueling with SHiP-lite PC-based reuse prediction and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using a 10-bit PSEL selector and 32 leader sets, enabling robust adaptation to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for blocks from hot code paths. An adaptive streaming detector tracks monotonic strides per set and triggers bypass for cold signatures only when streaming is detected, reducing pollution in regular/streaming workloads (lbm, mcf) while retaining hot blocks for control/phase-dominated workloads (astar, milc, omnetpp). Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 32 leader set IDs, and 2-bit monotonicity per set, all fitting within 64 KiB. This design improves hit rates by combining adaptive insertion depth, code-based reuse prediction, and streaming-aware bypass.",,ChampSim_CRC2/new_policies/020_00_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t02.cc,0.069034809,0.069034809,0%
1574,omnetpp,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy fuses DRRIP (Dynamic RRIP) set-dueling with SHiP-lite PC-based reuse prediction and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using a 10-bit PSEL selector and 32 leader sets, enabling robust adaptation to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for blocks from hot code paths. An adaptive streaming detector tracks monotonic strides per set and triggers bypass for cold signatures only when streaming is detected, reducing pollution in regular/streaming workloads (lbm, mcf) while retaining hot blocks for control/phase-dominated workloads (astar, milc, omnetpp). Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 32 leader set IDs, and 2-bit monotonicity per set, all fitting within 64 KiB. This design improves hit rates by combining adaptive insertion depth, code-based reuse prediction, and streaming-aware bypass.",,ChampSim_CRC2/new_policies/020_00_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t02.cc,0.61231964,0.61231964,0%
1575,astar,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy integrates Dynamic RRIP (DRRIP) set-dueling with a streamlined SHiP-lite predictor and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using 64 leader sets and a 10-bit PSEL counter, adapting to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for control-dominated or phase-changing workloads. A per-set streaming detector tracks monotonic address strides, and if streaming is detected, blocks from cold signatures are bypassed (inserted at distant RRPV=3). This hybrid approach leverages DRRIP's global adaptability for regular/irregular workloads, SHiP's fine-grained reuse for control/phase workloads, and streaming bypass to reduce pollution for memory-bound or streaming workloads. Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 64 leader set markers, and 2-bit streaming counter per set—totaling under 64 KiB.",,ChampSim_CRC2/new_policies/020_01_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t04.cc,0.424568385,0.424568385,0%
1576,lbm,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy integrates Dynamic RRIP (DRRIP) set-dueling with a streamlined SHiP-lite predictor and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using 64 leader sets and a 10-bit PSEL counter, adapting to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for control-dominated or phase-changing workloads. A per-set streaming detector tracks monotonic address strides, and if streaming is detected, blocks from cold signatures are bypassed (inserted at distant RRPV=3). This hybrid approach leverages DRRIP's global adaptability for regular/irregular workloads, SHiP's fine-grained reuse for control/phase workloads, and streaming bypass to reduce pollution for memory-bound or streaming workloads. Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 64 leader set markers, and 2-bit streaming counter per set—totaling under 64 KiB.",,ChampSim_CRC2/new_policies/020_01_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t04.cc,0.383582358,0.383582358,0%
1577,mcf,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy integrates Dynamic RRIP (DRRIP) set-dueling with a streamlined SHiP-lite predictor and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using 64 leader sets and a 10-bit PSEL counter, adapting to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for control-dominated or phase-changing workloads. A per-set streaming detector tracks monotonic address strides, and if streaming is detected, blocks from cold signatures are bypassed (inserted at distant RRPV=3). This hybrid approach leverages DRRIP's global adaptability for regular/irregular workloads, SHiP's fine-grained reuse for control/phase workloads, and streaming bypass to reduce pollution for memory-bound or streaming workloads. Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 64 leader set markers, and 2-bit streaming counter per set—totaling under 64 KiB.",,ChampSim_CRC2/new_policies/020_01_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t04.cc,0.496717732,0.496717732,0%
1578,milc,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy integrates Dynamic RRIP (DRRIP) set-dueling with a streamlined SHiP-lite predictor and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using 64 leader sets and a 10-bit PSEL counter, adapting to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for control-dominated or phase-changing workloads. A per-set streaming detector tracks monotonic address strides, and if streaming is detected, blocks from cold signatures are bypassed (inserted at distant RRPV=3). This hybrid approach leverages DRRIP's global adaptability for regular/irregular workloads, SHiP's fine-grained reuse for control/phase workloads, and streaming bypass to reduce pollution for memory-bound or streaming workloads. Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 64 leader set markers, and 2-bit streaming counter per set—totaling under 64 KiB.",,ChampSim_CRC2/new_policies/020_01_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t04.cc,0.300716163,0.300716163,0%
1579,omnetpp,DRRIP-SHiP Hybrid with Adaptive Streaming Bypass (DRRIP-SHiP-ASB),"This policy integrates Dynamic RRIP (DRRIP) set-dueling with a streamlined SHiP-lite predictor and an adaptive streaming bypass mechanism. DRRIP dynamically chooses between SRRIP and BRRIP insertion depths using 64 leader sets and a 10-bit PSEL counter, adapting to workload locality. SHiP-lite uses 5-bit PC signatures and 2-bit outcome counters to bias insertion depth for control-dominated or phase-changing workloads. A per-set streaming detector tracks monotonic address strides, and if streaming is detected, blocks from cold signatures are bypassed (inserted at distant RRPV=3). This hybrid approach leverages DRRIP's global adaptability for regular/irregular workloads, SHiP's fine-grained reuse for control/phase workloads, and streaming bypass to reduce pollution for memory-bound or streaming workloads. Metadata is compact: 2-bit RRPV per block, 5-bit signature per block, 2-bit SHiP counter (32 entries), 10-bit PSEL, 64 leader set markers, and 2-bit streaming counter per set—totaling under 64 KiB.",,ChampSim_CRC2/new_policies/020_01_drrip_ship_hybrid_with_adaptive_streaming_bypass__drrip_ship_asb_t04.cc,0.601756029,0.601756029,0%
1580,astar,SHiP-BRRIP Adaptive with Streaming Bypass (SHiP-BRRIP-SB),"This policy integrates SHiP-lite's PC-based reuse prediction with dynamic BRRIP (Bimodal RRIP) insertion depth control, set-dueling for global adaptivity, and streaming-based bypass. A compact 5-bit PC signature per block with a 2-bit outcome counter biases insertion depth: hot signatures insert at MRU (RRPV=0), cold at BRRIP depth (mostly distant, RRPV=2/3). Set-dueling across 32 leader sets tracks the relative hit rate of SRRIP vs BRRIP via a 10-bit PSEL selector, adapting insertion policy globally for changing phase behavior (e.g., milc, omnetpp). Streaming is detected per-set with a 2-bit monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (inserted as LRU, RRPV=3). This design improves upon the previous by using global phase-aware insertion (BRRIP/SRRIP) instead of only local SHiP, more aggressively bypassing streaming pollution, and reuses compact metadata (PC signature, PSEL, monotonicity) to fit within 64 KiB. The hybrid approach increases hit rate for control-dominated and phase-changing workloads and reduces pollution for regular streaming and memory-bound ones.",,ChampSim_CRC2/new_policies/020_02_ship_brrip_adaptive_with_streaming_bypass__ship_brrip_sb_t07.cc,0.432127847,0.432127847,0%
1581,lbm,SHiP-BRRIP Adaptive with Streaming Bypass (SHiP-BRRIP-SB),"This policy integrates SHiP-lite's PC-based reuse prediction with dynamic BRRIP (Bimodal RRIP) insertion depth control, set-dueling for global adaptivity, and streaming-based bypass. A compact 5-bit PC signature per block with a 2-bit outcome counter biases insertion depth: hot signatures insert at MRU (RRPV=0), cold at BRRIP depth (mostly distant, RRPV=2/3). Set-dueling across 32 leader sets tracks the relative hit rate of SRRIP vs BRRIP via a 10-bit PSEL selector, adapting insertion policy globally for changing phase behavior (e.g., milc, omnetpp). Streaming is detected per-set with a 2-bit monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (inserted as LRU, RRPV=3). This design improves upon the previous by using global phase-aware insertion (BRRIP/SRRIP) instead of only local SHiP, more aggressively bypassing streaming pollution, and reuses compact metadata (PC signature, PSEL, monotonicity) to fit within 64 KiB. The hybrid approach increases hit rate for control-dominated and phase-changing workloads and reduces pollution for regular streaming and memory-bound ones.",,ChampSim_CRC2/new_policies/020_02_ship_brrip_adaptive_with_streaming_bypass__ship_brrip_sb_t07.cc,0.410580661,0.410580661,0%
1582,mcf,SHiP-BRRIP Adaptive with Streaming Bypass (SHiP-BRRIP-SB),"This policy integrates SHiP-lite's PC-based reuse prediction with dynamic BRRIP (Bimodal RRIP) insertion depth control, set-dueling for global adaptivity, and streaming-based bypass. A compact 5-bit PC signature per block with a 2-bit outcome counter biases insertion depth: hot signatures insert at MRU (RRPV=0), cold at BRRIP depth (mostly distant, RRPV=2/3). Set-dueling across 32 leader sets tracks the relative hit rate of SRRIP vs BRRIP via a 10-bit PSEL selector, adapting insertion policy globally for changing phase behavior (e.g., milc, omnetpp). Streaming is detected per-set with a 2-bit monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (inserted as LRU, RRPV=3). This design improves upon the previous by using global phase-aware insertion (BRRIP/SRRIP) instead of only local SHiP, more aggressively bypassing streaming pollution, and reuses compact metadata (PC signature, PSEL, monotonicity) to fit within 64 KiB. The hybrid approach increases hit rate for control-dominated and phase-changing workloads and reduces pollution for regular streaming and memory-bound ones.",,ChampSim_CRC2/new_policies/020_02_ship_brrip_adaptive_with_streaming_bypass__ship_brrip_sb_t07.cc,0.465545516,0.465545516,0%
1583,milc,SHiP-BRRIP Adaptive with Streaming Bypass (SHiP-BRRIP-SB),"This policy integrates SHiP-lite's PC-based reuse prediction with dynamic BRRIP (Bimodal RRIP) insertion depth control, set-dueling for global adaptivity, and streaming-based bypass. A compact 5-bit PC signature per block with a 2-bit outcome counter biases insertion depth: hot signatures insert at MRU (RRPV=0), cold at BRRIP depth (mostly distant, RRPV=2/3). Set-dueling across 32 leader sets tracks the relative hit rate of SRRIP vs BRRIP via a 10-bit PSEL selector, adapting insertion policy globally for changing phase behavior (e.g., milc, omnetpp). Streaming is detected per-set with a 2-bit monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (inserted as LRU, RRPV=3). This design improves upon the previous by using global phase-aware insertion (BRRIP/SRRIP) instead of only local SHiP, more aggressively bypassing streaming pollution, and reuses compact metadata (PC signature, PSEL, monotonicity) to fit within 64 KiB. The hybrid approach increases hit rate for control-dominated and phase-changing workloads and reduces pollution for regular streaming and memory-bound ones.",,ChampSim_CRC2/new_policies/020_02_ship_brrip_adaptive_with_streaming_bypass__ship_brrip_sb_t07.cc,0.308667096,0.308667096,0%
1584,omnetpp,SHiP-BRRIP Adaptive with Streaming Bypass (SHiP-BRRIP-SB),"This policy integrates SHiP-lite's PC-based reuse prediction with dynamic BRRIP (Bimodal RRIP) insertion depth control, set-dueling for global adaptivity, and streaming-based bypass. A compact 5-bit PC signature per block with a 2-bit outcome counter biases insertion depth: hot signatures insert at MRU (RRPV=0), cold at BRRIP depth (mostly distant, RRPV=2/3). Set-dueling across 32 leader sets tracks the relative hit rate of SRRIP vs BRRIP via a 10-bit PSEL selector, adapting insertion policy globally for changing phase behavior (e.g., milc, omnetpp). Streaming is detected per-set with a 2-bit monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (inserted as LRU, RRPV=3). This design improves upon the previous by using global phase-aware insertion (BRRIP/SRRIP) instead of only local SHiP, more aggressively bypassing streaming pollution, and reuses compact metadata (PC signature, PSEL, monotonicity) to fit within 64 KiB. The hybrid approach increases hit rate for control-dominated and phase-changing workloads and reduces pollution for regular streaming and memory-bound ones.",,ChampSim_CRC2/new_policies/020_02_ship_brrip_adaptive_with_streaming_bypass__ship_brrip_sb_t07.cc,0.766705835,0.766705835,0%
1585,all,SHiP-BRRIP Adaptive with Streaming Bypass (SHiP-BRRIP-SB),"This policy integrates SHiP-lite's PC-based reuse prediction with dynamic BRRIP (Bimodal RRIP) insertion depth control, set-dueling for global adaptivity, and streaming-based bypass. A compact 5-bit PC signature per block with a 2-bit outcome counter biases insertion depth: hot signatures insert at MRU (RRPV=0), cold at BRRIP depth (mostly distant, RRPV=2/3). Set-dueling across 32 leader sets tracks the relative hit rate of SRRIP vs BRRIP via a 10-bit PSEL selector, adapting insertion policy globally for changing phase behavior (e.g., milc, omnetpp). Streaming is detected per-set with a 2-bit monotonicity counter, and if streaming is detected, blocks from cold signatures are bypassed (inserted as LRU, RRPV=3). This design improves upon the previous by using global phase-aware insertion (BRRIP/SRRIP) instead of only local SHiP, more aggressively bypassing streaming pollution, and reuses compact metadata (PC signature, PSEL, monotonicity) to fit within 64 KiB. The hybrid approach increases hit rate for control-dominated and phase-changing workloads and reduces pollution for regular streaming and memory-bound ones.",,ChampSim_CRC2/new_policies/020_02_ship_brrip_adaptive_with_streaming_bypass__ship_brrip_sb_t07.cc,0.476725391,0.476725391,48%
1586,astar,SHiP-DRRIP with Dead-Block Decay and Streaming Bypass (SHiP-DRRIP-DBSB),"This policy combines SHiP-lite's PC-based reuse prediction with DRRIP (Dynamic RRIP) insertion depth control, set-dueling for global adaptivity, and a compact dead-block approximation per cache line. Instead of streaming detection via monotonic counters, it uses a 1-bit dead-block predictor per line that is periodically decayed, allowing the policy to bypass insertion for blocks predicted dead (i.e., not reused recently). DRRIP set-dueling (SRRIP vs BRRIP) is controlled by a 10-bit PSEL, and SHiP signatures bias insertion depth: hot signatures insert at MRU, cold at distant. Dead-block lines are inserted as LRU (RRPV=3) or bypassed. This approach improves performance by more precisely identifying non-reusable blocks (especially in streaming and pointer-chasing workloads like lbm, mcf, omnetpp), while retaining phase adaptivity and compact metadata. The dead-block predictor replaces the previous streaming detector, reducing false positives and improving hit rate for irregular and phase-changing workloads.",,ChampSim_CRC2/new_policies/021_00_ship_drrip_with_dead_block_decay_and_streaming_bypass__ship_drrip_dbsb_t02.cc,0.045338169,0.045338169,0%
1587,lbm,SHiP-DRRIP with Dead-Block Decay and Streaming Bypass (SHiP-DRRIP-DBSB),"This policy combines SHiP-lite's PC-based reuse prediction with DRRIP (Dynamic RRIP) insertion depth control, set-dueling for global adaptivity, and a compact dead-block approximation per cache line. Instead of streaming detection via monotonic counters, it uses a 1-bit dead-block predictor per line that is periodically decayed, allowing the policy to bypass insertion for blocks predicted dead (i.e., not reused recently). DRRIP set-dueling (SRRIP vs BRRIP) is controlled by a 10-bit PSEL, and SHiP signatures bias insertion depth: hot signatures insert at MRU, cold at distant. Dead-block lines are inserted as LRU (RRPV=3) or bypassed. This approach improves performance by more precisely identifying non-reusable blocks (especially in streaming and pointer-chasing workloads like lbm, mcf, omnetpp), while retaining phase adaptivity and compact metadata. The dead-block predictor replaces the previous streaming detector, reducing false positives and improving hit rate for irregular and phase-changing workloads.",,ChampSim_CRC2/new_policies/021_00_ship_drrip_with_dead_block_decay_and_streaming_bypass__ship_drrip_dbsb_t02.cc,0.058887541,0.058887541,0%
1588,mcf,SHiP-DRRIP with Dead-Block Decay and Streaming Bypass (SHiP-DRRIP-DBSB),"This policy combines SHiP-lite's PC-based reuse prediction with DRRIP (Dynamic RRIP) insertion depth control, set-dueling for global adaptivity, and a compact dead-block approximation per cache line. Instead of streaming detection via monotonic counters, it uses a 1-bit dead-block predictor per line that is periodically decayed, allowing the policy to bypass insertion for blocks predicted dead (i.e., not reused recently). DRRIP set-dueling (SRRIP vs BRRIP) is controlled by a 10-bit PSEL, and SHiP signatures bias insertion depth: hot signatures insert at MRU, cold at distant. Dead-block lines are inserted as LRU (RRPV=3) or bypassed. This approach improves performance by more precisely identifying non-reusable blocks (especially in streaming and pointer-chasing workloads like lbm, mcf, omnetpp), while retaining phase adaptivity and compact metadata. The dead-block predictor replaces the previous streaming detector, reducing false positives and improving hit rate for irregular and phase-changing workloads.",,ChampSim_CRC2/new_policies/021_00_ship_drrip_with_dead_block_decay_and_streaming_bypass__ship_drrip_dbsb_t02.cc,0.352089046,0.352089046,0%
1589,milc,SHiP-DRRIP with Dead-Block Decay and Streaming Bypass (SHiP-DRRIP-DBSB),"This policy combines SHiP-lite's PC-based reuse prediction with DRRIP (Dynamic RRIP) insertion depth control, set-dueling for global adaptivity, and a compact dead-block approximation per cache line. Instead of streaming detection via monotonic counters, it uses a 1-bit dead-block predictor per line that is periodically decayed, allowing the policy to bypass insertion for blocks predicted dead (i.e., not reused recently). DRRIP set-dueling (SRRIP vs BRRIP) is controlled by a 10-bit PSEL, and SHiP signatures bias insertion depth: hot signatures insert at MRU, cold at distant. Dead-block lines are inserted as LRU (RRPV=3) or bypassed. This approach improves performance by more precisely identifying non-reusable blocks (especially in streaming and pointer-chasing workloads like lbm, mcf, omnetpp), while retaining phase adaptivity and compact metadata. The dead-block predictor replaces the previous streaming detector, reducing false positives and improving hit rate for irregular and phase-changing workloads.",,ChampSim_CRC2/new_policies/021_00_ship_drrip_with_dead_block_decay_and_streaming_bypass__ship_drrip_dbsb_t02.cc,0.009529534,0.009529534,0%
1590,omnetpp,SHiP-DRRIP with Dead-Block Decay and Streaming Bypass (SHiP-DRRIP-DBSB),"This policy combines SHiP-lite's PC-based reuse prediction with DRRIP (Dynamic RRIP) insertion depth control, set-dueling for global adaptivity, and a compact dead-block approximation per cache line. Instead of streaming detection via monotonic counters, it uses a 1-bit dead-block predictor per line that is periodically decayed, allowing the policy to bypass insertion for blocks predicted dead (i.e., not reused recently). DRRIP set-dueling (SRRIP vs BRRIP) is controlled by a 10-bit PSEL, and SHiP signatures bias insertion depth: hot signatures insert at MRU, cold at distant. Dead-block lines are inserted as LRU (RRPV=3) or bypassed. This approach improves performance by more precisely identifying non-reusable blocks (especially in streaming and pointer-chasing workloads like lbm, mcf, omnetpp), while retaining phase adaptivity and compact metadata. The dead-block predictor replaces the previous streaming detector, reducing false positives and improving hit rate for irregular and phase-changing workloads.",,ChampSim_CRC2/new_policies/021_00_ship_drrip_with_dead_block_decay_and_streaming_bypass__ship_drrip_dbsb_t02.cc,0.001151215,0.001151215,0%
1591,astar,SHiP-DeadBlock Adaptive with Streaming LIP Bypass (SHiP-DB-LIP-SB),"This policy combines SHiP-lite’s PC-based reuse prediction with a per-block dead-block counter to better estimate block liveness, and introduces a streaming-aware LIP-style bypass for highly monotonic sets. Insertion depth is determined by both SHiP outcome and dead-block score: blocks predicted dead or streaming are inserted at LRU (RRPV=3), while hot blocks get MRU (RRPV=0). Streaming detection is enhanced by tracking both stride monotonicity and dead-block prevalence in the set. Set-dueling (SRRIP vs LIP) is managed by a 10-bit global PSEL, with 32 leader sets per policy. This hybrid approach improves phase adaptivity (milc, omnetpp), reduces pollution from streaming (lbm), and more aggressively evicts dead blocks (mcf, astar), while keeping metadata under 64 KiB by using compact 2-bit counters and 5-bit signatures. The diversity comes from the addition of per-block dead-block counters and LIP-style insertion for streaming sets.",,ChampSim_CRC2/new_policies/021_01_ship_deadblock_adaptive_with_streaming_lip_bypass__ship_db_lip_sb_t04.cc,0.337486479,0.337486479,0%
